Year,Month,Locality,Households Served,Individuals Served,Pounds of Food Distributed,Children Served via non-federal child nutrition programs,Pounds of food distributed via non-federal child nutrition prog.,is_program_only_record,child_data_missing,pounds_per_household,pounds_per_individual,child_pound_share,is_covid_era,month_num,redistribution_priority
2019,AUG,FAUQUIER,878,2001,68727.1,87,0.0,False,True,78.28,34.35,0.0,0,8,Low
2019,AUG,FLUVANNA,602,1238,33053.3,0,0.0,False,False,54.91,26.7,0.0,0,8,Medium
2019,AUG,FREDERICK,3267,5281,54522.1,87,0.0,False,True,16.69,10.32,0.0,0,8,High
2019,AUG,GREENE,396,1150,43821.5,0,0.0,False,False,110.66,38.11,0.0,0,8,Low
2019,AUG,HARRISONBURG,2796,7565,150610.2,49,4175.5,False,False,53.87,19.91,0.028,0,8,High
2019,AUG,HIGHLAND,201,371,8876.5,87,0.0,False,True,44.16,23.93,0.0,0,8,Medium
2019,AUG,LEXINGTON,704,1594,42186.7,87,0.0,False,True,59.92,26.47,0.0,0,8,Medium
2019,AUG,LOUDOUN,2692,9043,185850.5,0,8712.5,False,False,69.04,20.55,0.047,0,8,High
2019,AUG,LYNCHBURG,2339,10020,180785.4,2344,14888.9,False,False,77.29,18.04,0.082,0,8,High
2019,AUG,MADISON,286,662,26597.2,87,0.0,False,True,93.0,40.18,0.0,0,8,Low
2019,AUG,NELSON,562,1038,37757.0,87,0.0,False,True,67.18,36.37,0.0,0,8,Low
2019,AUG,ORANGE,603,1566,46913.6,87,0.0,False,True,77.8,29.96,0.0,0,8,Medium
2019,AUG,PAGE COUNTY,278,605,59430.0,87,0.0,False,True,213.78,98.23,0.0,0,8,Low
2019,AUG,PITTSYLVANIA,0,0,0.0,85,1209.2,True,False,0.0,0.0,0.0,0,8,Medium
2019,AUG,RAPPAHANNOCK,245,782,16711.2,87,0.0,False,True,68.21,21.37,0.0,0,8,Medium
2019,AUG,ROCKBRIDGE,1456,1798,8309.4,87,0.0,False,True,5.71,4.62,0.0,0,8,High
2019,AUG,ROCKINGHAM,1688,3205,90367.3,87,0.0,False,True,53.54,28.2,0.0,0,8,Medium
2019,AUG,SHENANDOAH,1200,3137,100233.4,87,0.0,False,True,83.53,31.95,0.0,0,8,Medium
2019,AUG,STAUNTON CITY,434,5773,19582.7,87,918.0,False,True,45.12,3.39,0.047,0,8,High
2019,AUG,WARREN,982,2357,45337.5,300,403.5,False,False,46.17,19.24,0.009,0,8,High
2019,AUG,WAYNESBORO,387,833,18091.8,87,4226.5,False,True,46.75,21.72,0.234,0,8,Medium
2019,AUG,WINCHESTER,3033,8315,174382.9,0,107.0,False,False,57.5,20.97,0.001,0,8,High
2019,DEC,ALBEMARLE,2300,6127,160619.9,94,1336.0,False,False,69.83,26.22,0.008,0,12,Medium
2019,DEC,AMHERST,1084,2738,117014.8,1296,0.0,False,False,107.95,42.74,0.0,0,12,Low
2019,DEC,APPOMATTOX,1481,2238,27993.0,87,0.0,False,True,18.9,12.51,0.0,0,12,High
2019,DEC,AUGUSTA,3381,9137,279124.7,70,958.4,False,False,82.56,30.55,0.003,0,12,Medium
2019,DEC,BATH,249,444,13237.3,87,0.0,False,True,53.16,29.81,0.0,0,12,Medium
2019,DEC,BEDFORD COUNTY,494,2174,22527.6,87,0.0,False,True,45.6,10.36,0.0,0,12,High
2019,DEC,BUCKINGHAM,540,952,24975.9,87,0.0,False,True,46.25,26.24,0.0,0,12,Medium
2019,DEC,BUENA VISTA,692,1446,26314.2,87,0.0,False,True,38.03,18.2,0.0,0,12,Medium
2019,DEC,CAMPBELL,1130,2055,91554.7,87,5205.5,False,True,81.02,44.55,0.057,0,12,Low
2019,DEC,CHARLOTTESVILLE,1133,7164,57111.1,0,0.0,False,False,50.41,7.97,0.0,0,12,High
2019,DEC,CLARKE COUNTY,194,330,7341.4,0,914.6,False,False,37.84,22.25,0.125,0,12,Medium
2019,DEC,CULPEPER,549,1338,37657.7,87,0.0,False,True,68.59,28.14,0.0,0,12,Medium
2019,DEC,FAUQUIER,859,1939,38118.1,87,0.0,False,True,44.37,19.66,0.0,0,12,High
2019,DEC,FLUVANNA,261,560,14542.8,133,1773.0,False,False,55.72,25.97,0.122,0,12,Medium
2019,DEC,FREDERICK,2594,5760,50030.3,87,0.0,False,True,19.29,8.69,0.0,0,12,High
2019,DEC,GREENE,597,1490,46129.7,86,1170.0,False,False,77.27,30.96,0.025,0,12,Medium
2019,DEC,HARRISONBURG,2149,7023,161137.8,430,2886.8,False,False,74.98,22.94,0.018,0,12,Medium
2019,DEC,HIGHLAND,201,370,8464.6,87,0.0,False,True,42.11,22.88,0.0,0,12,Medium
2019,DEC,LEXINGTON,666,1334,32637.5,87,0.0,False,True,49.01,24.47,0.0,0,12,Medium
2019,DEC,LOUDOUN,4170,9191,125867.1,1090,11434.8,False,False,30.18,13.69,0.091,0,12,High
2019,DEC,LYNCHBURG,2242,8578,147826.3,1717,17209.8,False,False,65.94,17.23,0.116,0,12,High
2019,DEC,MADISON,277,647,31242.3,87,0.0,False,True,112.79,48.29,0.0,0,12,Low
2019,DEC,NELSON,602,1189,46143.6,87,0.0,False,True,76.65,38.81,0.0,0,12,Low
2019,DEC,ORANGE,593,1546,49587.1,87,0.0,False,True,83.62,32.07,0.0,0,12,Medium
2019,DEC,PAGE COUNTY,416,806,24047.8,87,0.0,False,True,57.81,29.84,0.0,0,12,Medium
2019,DEC,PITTSYLVANIA,0,0,0.0,78,1858.5,True,False,0.0,0.0,0.0,0,12,Medium
2019,DEC,RAPPAHANNOCK,306,769,22955.2,87,0.0,False,True,75.02,29.85,0.0,0,12,Medium
2019,DEC,ROCKBRIDGE,2422,2817,14814.5,87,0.0,False,True,6.12,5.26,0.0,0,12,High
2019,DEC,ROCKINGHAM,1994,4002,62175.1,87,0.0,False,True,31.18,15.54,0.0,0,12,High
2019,DEC,SHENANDOAH,1269,3358,68084.2,87,0.0,False,True,53.65,20.28,0.0,0,12,High
2019,DEC,STAUNTON CITY,370,5347,20601.3,87,442.0,False,True,55.68,3.85,0.021,0,12,High
2019,DEC,WARREN,624,1804,28625.8,186,352.0,False,False,45.87,15.87,0.012,0,12,High
2019,DEC,WAYNESBORO,799,1348,19178.7,164,7339.2,False,False,24.0,14.23,0.383,0,12,Medium
2019,DEC,WINCHESTER,2532,7374,116568.4,2678,2741.3,False,False,46.04,15.81,0.024,0,12,High
2019,FEB,ALBEMARLE,2206,6475,184176.6,116,1926.0,False,False,83.49,28.44,0.01,0,2,Medium
2019,FEB,AMHERST,960,2249,92875.1,509,360.0,False,False,96.74,41.3,0.004,0,2,Low
2019,FEB,APPOMATTOX,798,1280,31341.3,87,0.0,False,True,39.27,24.49,0.0,0,2,Medium
2019,FEB,AUGUSTA,2371,6500,247776.8,107,1918.0,False,False,104.5,38.12,0.008,0,2,Low
2019,FEB,BATH,85,248,18500.1,87,0.0,False,True,217.65,74.6,0.0,0,2,Low
2019,FEB,BEDFORD COUNTY,300,780,16801.4,87,0.0,False,True,56.0,21.54,0.0,0,2,Medium
2019,FEB,BUCKINGHAM,711,1663,39613.5,87,0.0,False,True,55.72,23.82,0.0,0,2,Medium
2019,FEB,BUENA VISTA,651,1147,25009.7,87,0.0,False,True,38.42,21.8,0.0,0,2,Medium
2019,FEB,CAMPBELL,839,1880,82731.8,229,2245.5,False,False,98.61,44.01,0.027,0,2,Low
2019,FEB,CHARLOTTESVILLE,2880,8829,39276.2,0,0.0,False,False,13.64,4.45,0.0,0,2,High
2019,FEB,CLARKE COUNTY,187,365,17524.6,87,0.0,False,True,93.71,48.01,0.0,0,2,Low
2019,FEB,CULPEPER,515,1816,35681.6,87,0.0,False,True,69.28,19.65,0.0,0,2,High
2019,FEB,FAUQUIER,882,2128,58462.2,87,0.0,False,True,66.28,27.47,0.0,0,2,Medium
2019,FEB,FLUVANNA,314,788,19522.2,101,2992.5,False,False,62.17,24.77,0.153,0,2,Medium
2019,FEB,FREDERICK,2058,4086,55187.9,87,0.0,False,True,26.82,13.51,0.0,0,2,High
2019,FEB,GREENE,296,796,25102.4,53,1227.0,False,False,84.81,31.54,0.049,0,2,Medium
2019,FEB,HARRISONBURG,1793,6207,130142.8,144,502.3,False,False,72.58,20.97,0.004,0,2,High
2019,FEB,HIGHLAND,46,130,1336.4,87,0.0,False,True,29.05,10.28,0.0,0,2,Medium
2019,FEB,LEXINGTON,462,1224,43619.3,87,0.0,False,True,94.41,35.64,0.0,0,2,Low
2019,FEB,LOUDOUN,2139,7941,138984.6,1144,14778.7,False,False,64.98,17.5,0.106,0,2,High
2019,FEB,LYNCHBURG,1807,8411,146494.2,929,22304.9,False,False,81.07,17.42,0.152,0,2,High
2019,FEB,MADISON,240,574,21064.6,87,0.0,False,True,87.77,36.7,0.0,0,2,Low
2019,FEB,NELSON,469,1126,34607.4,87,0.0,False,True,73.79,30.73,0.0,0,2,Medium
2019,FEB,ORANGE,462,1406,34710.2,87,0.0,False,True,75.13,24.69,0.0,0,2,Medium
2019,FEB,PAGE COUNTY,202,630,29889.7,87,0.0,False,True,147.97,47.44,0.0,0,2,Low
2019,FEB,PITTSYLVANIA,0,0,0.0,86,2102.9,True,False,0.0,0.0,0.0,0,2,Medium
2019,FEB,RAPPAHANNOCK,225,682,20010.4,87,0.0,False,True,88.94,29.34,0.0,0,2,Medium
2019,FEB,ROCKBRIDGE,419,2143,20190.2,87,0.0,False,True,48.19,9.42,0.0,0,2,High
2019,FEB,ROCKINGHAM,1023,2654,84064.2,87,0.0,False,True,82.17,31.67,0.0,0,2,Medium
2019,FEB,SHENANDOAH,915,2218,69063.6,87,0.0,False,True,75.48,31.14,0.0,0,2,Medium
2019,FEB,STAUNTON CITY,617,5382,24711.6,87,601.0,False,True,40.05,4.59,0.024,0,2,High
2019,FEB,WARREN,972,2525,33891.1,44,0.0,False,False,34.87,13.42,0.0,0,2,High
2019,FEB,WAYNESBORO,626,1158,17149.2,354,7350.1,False,False,27.39,14.81,0.429,0,2,Medium
2019,FEB,WINCHESTER,3106,8276,105829.1,224,4201.7,False,False,34.07,12.79,0.04,0,2,High
2019,JAN,ALBEMARLE,2391,6992,184373.5,116,2834.0,False,False,77.11,26.37,0.015,0,1,Medium
2019,JAN,AMHERST,587,1790,105231.7,511,5185.0,False,False,179.27,58.79,0.049,0,1,Low
2019,JAN,APPOMATTOX,712,1135,25594.8,87,0.0,False,True,35.95,22.55,0.0,0,1,Medium
2019,JAN,AUGUSTA,2564,6877,322269.6,108,1184.6,False,False,125.69,46.86,0.004,0,1,Low
2019,JAN,BATH,114,292,12831.6,87,0.0,False,True,112.56,43.94,0.0,0,1,Low
2020,OCT,PITTSYLVANIA,0,0,0.0,0,0.0,True,False,0.0,0.0,0.0,1,10,Medium
2019,JAN,BEDFORD COUNTY,326,702,19900.2,87,0.0,False,True,61.04,28.35,0.0,0,1,Medium
2019,JAN,BUCKINGHAM,706,1487,33851.2,87,0.0,False,True,47.95,22.76,0.0,0,1,Medium
2019,JAN,BUENA VISTA,607,1007,26104.9,87,0.0,False,True,43.01,25.92,0.0,0,1,Medium
2019,JAN,CAMPBELL,821,1670,102514.8,130,7094.0,False,False,124.87,61.39,0.069,0,1,Low
2019,JAN,CHARLOTTESVILLE,3184,9776,39766.0,0,0.0,False,False,12.49,4.07,0.0,0,1,High
2019,JAN,CLARKE COUNTY,220,429,16822.2,87,0.0,False,True,76.46,39.21,0.0,0,1,Low
2019,JAN,CULPEPER,551,1887,31300.1,87,0.0,False,True,56.81,16.59,0.0,0,1,High
2019,JAN,FAUQUIER,876,2071,56189.4,87,0.0,False,True,64.14,27.13,0.0,0,1,Medium
2019,JAN,FLUVANNA,440,1051,29638.5,101,4176.5,False,False,67.36,28.2,0.141,0,1,Medium
2019,JAN,FREDERICK,2088,4353,45977.0,87,0.0,False,True,22.02,10.56,0.0,0,1,High
2019,JAN,GREENE,332,866,38189.2,53,979.6,False,False,115.03,44.1,0.026,0,1,Low
2019,JAN,HARRISONBURG,1784,6129,166284.7,42,704.5,False,False,93.21,27.13,0.004,0,1,Medium
2019,JAN,HIGHLAND,51,141,3897.5,87,0.0,False,True,76.42,27.64,0.0,0,1,Medium
2019,JAN,LEXINGTON,583,1329,46193.6,87,0.0,False,True,79.23,34.76,0.0,0,1,Low
2019,JAN,LOUDOUN,2787,10345,160525.3,1190,19313.3,False,False,57.6,15.52,0.12,0,1,High
2019,JAN,LYNCHBURG,5294,9104,138967.2,893,23669.5,False,False,26.25,15.26,0.17,0,1,High
2019,JAN,MADISON,300,663,22473.3,87,0.0,False,True,74.91,33.9,0.0,0,1,Low
2019,JAN,NELSON,461,1078,35154.4,87,0.0,False,True,76.26,32.61,0.0,0,1,Medium
2019,JAN,ORANGE,425,1219,48414.8,87,0.0,False,True,113.92,39.72,0.0,0,1,Low
2019,JAN,PAGE COUNTY,166,536,54332.3,87,0.0,False,True,327.3,101.37,0.0,0,1,Low
2019,JAN,PITTSYLVANIA,0,0,0.0,84,2801.7,True,False,0.0,0.0,0.0,0,1,Medium
2019,JAN,RAPPAHANNOCK,216,602,18464.4,87,0.0,False,True,85.48,30.67,0.0,0,1,Medium
2019,JAN,ROCKBRIDGE,375,2084,20098.6,87,0.0,False,True,53.6,9.64,0.0,0,1,High
2019,JAN,ROCKINGHAM,1172,2723,90159.0,87,0.0,False,True,76.93,33.11,0.0,0,1,Medium
2019,JAN,SHENANDOAH,871,2272,90335.5,87,0.0,False,True,103.71,39.76,0.0,0,1,Low
2019,JAN,STAUNTON CITY,554,6073,27790.0,87,769.0,False,True,50.16,4.58,0.028,0,1,High
2019,JAN,WARREN,444,2177,42793.9,60,558.5,False,False,96.38,19.66,0.013,0,1,High
2019,JAN,WAYNESBORO,651,1322,19598.9,140,7769.6,False,False,30.11,14.83,0.396,0,1,Medium
2019,JAN,WINCHESTER,3168,8676,128595.1,194,5173.2,False,False,40.59,14.82,0.04,0,1,High
2019,JUL,ALBEMARLE,2485,6524,171660.8,0,0.0,False,False,69.08,26.31,0.0,0,7,Medium
2019,JUL,AMHERST,1282,2470,100339.5,87,0.0,False,True,78.27,40.62,0.0,0,7,Low
2019,JUL,APPOMATTOX,1808,2593,21137.0,87,0.0,False,True,11.69,8.15,0.0,0,7,High
2019,JUL,AUGUSTA,3058,7933,301790.8,20,0.0,False,False,98.69,38.04,0.0,0,7,Low
2019,JUL,BATH,236,529,12567.0,87,0.0,False,True,53.25,23.76,0.0,0,7,Medium
2019,JUL,BEDFORD COUNTY,405,839,15978.0,87,0.0,False,True,39.45,19.04,0.0,0,7,Medium
2019,JUL,BUCKINGHAM,902,1710,39475.6,87,0.0,False,True,43.76,23.09,0.0,0,7,Medium
2019,JUL,BUENA VISTA,1047,1890,20915.6,87,0.0,False,True,19.98,11.07,0.0,0,7,High
2019,JUL,CAMPBELL,862,1881,76184.4,0,720.0,False,False,88.38,40.5,0.009,0,7,Low
2019,JUL,CHARLOTTESVILLE,656,7529,45411.1,87,895.0,False,True,69.22,6.03,0.02,0,7,High
2019,JUL,CLARKE COUNTY,168,337,9693.4,0,0.0,False,False,57.7,28.76,0.0,0,7,Medium
2019,JUL,CULPEPER,733,1946,36245.3,87,0.0,False,True,49.45,18.63,0.0,0,7,High
2019,JUL,FAUQUIER,828,1491,53069.8,87,0.0,False,True,64.09,35.59,0.0,0,7,Low
2019,JUL,FLUVANNA,438,917,26945.8,0,0.0,False,False,61.52,29.38,0.0,0,7,Medium
2019,JUL,FREDERICK,2812,4738,54926.9,87,0.0,False,True,19.53,11.59,0.0,0,7,High
2019,JUL,GREENE,401,992,36311.2,87,0.0,False,True,90.55,36.6,0.0,0,7,Low
2019,JUL,HARRISONBURG,2775,9217,168550.4,112,6851.5,False,False,60.74,18.29,0.041,0,7,High
2019,JUL,HIGHLAND,186,337,7949.6,87,0.0,False,True,42.74,23.59,0.0,0,7,Medium
2019,JUL,LEXINGTON,739,1578,35147.1,87,0.0,False,True,47.56,22.27,0.0,0,7,Medium
2019,JUL,LOUDOUN,2447,9073,174369.1,1180,3794.0,False,False,71.26,19.22,0.022,0,7,High
2019,JUL,LYNCHBURG,8373,12745,165736.1,0,12591.1,False,False,19.79,13.0,0.076,0,7,High
2019,JUL,MADISON,281,647,20538.4,87,0.0,False,True,73.09,31.74,0.0,0,7,Medium
2019,JUL,NELSON,607,1082,34667.0,87,726.1,False,True,57.11,32.04,0.021,0,7,Medium
2019,JUL,ORANGE,443,1307,42258.2,87,0.0,False,True,95.39,32.33,0.0,0,7,Medium
2019,JUL,PAGE COUNTY,365,808,46036.8,87,0.0,False,True,126.13,56.98,0.0,0,7,Low
2019,JUL,PITTSYLVANIA,0,0,0.0,0,0.0,True,False,0.0,0.0,0.0,0,7,Medium
2019,JUL,RAPPAHANNOCK,270,680,18062.4,87,0.0,False,True,66.9,26.56,0.0,0,7,Medium
2019,JUL,ROCKBRIDGE,2000,2315,16532.2,87,493.0,False,True,8.27,7.14,0.03,0,7,High
2019,JUL,ROCKINGHAM,1825,3572,77028.0,87,0.0,False,True,42.21,21.56,0.0,0,7,High
2019,JUL,SHENANDOAH,1545,4049,81280.9,87,0.0,False,True,52.61,20.07,0.0,0,7,High
2019,JUL,STAUNTON CITY,501,5668,22947.7,87,432.0,False,True,45.8,4.05,0.019,0,7,High
2019,JUL,WARREN,1199,2900,46074.1,0,169.0,False,False,38.43,15.89,0.004,0,7,High
2019,JUL,WAYNESBORO,197,519,12606.0,0,978.0,False,False,63.99,24.29,0.078,0,7,Medium
2019,JUL,WINCHESTER,1665,8679,151019.4,0,1709.0,False,False,90.7,17.4,0.011,0,7,High
2019,JUN,ALBEMARLE,2478,6395,174420.3,0,0.0,False,False,70.39,27.27,0.0,0,6,Medium
2019,JUN,AMHERST,735,2354,94033.6,0,0.0,False,False,127.94,39.95,0.0,0,6,Low
2019,JUN,APPOMATTOX,703,1121,19970.3,87,1619.0,False,True,28.41,17.81,0.081,0,6,Medium
2019,JUN,AUGUSTA,2681,7116,280711.1,486,12985.1,False,False,104.7,39.45,0.046,0,6,Low
2019,JUN,BATH,250,507,14998.3,87,0.0,False,True,59.99,29.58,0.0,0,6,Medium
2019,JUN,BEDFORD COUNTY,311,910,19824.6,87,0.0,False,True,63.74,21.79,0.0,0,6,Medium
2019,JUN,BUCKINGHAM,911,1738,38259.7,87,0.0,False,True,42.0,22.01,0.0,0,6,Medium
2019,JUN,BUENA VISTA,973,1683,28381.2,87,0.0,False,True,29.17,16.86,0.0,0,6,Medium
2019,JUN,CAMPBELL,878,2248,83619.5,0,1048.5,False,False,95.24,37.2,0.013,0,6,Low
2019,JUN,CHARLOTTESVILLE,627,3612,43889.6,87,11952.4,False,True,70.0,12.15,0.272,0,6,High
2019,JUN,CLARKE COUNTY,199,394,15339.5,87,0.0,False,True,77.08,38.93,0.0,0,6,Low
2019,JUN,CULPEPER,332,683,26902.0,87,0.0,False,True,81.03,39.39,0.0,0,6,Low
2019,JUN,FAUQUIER,843,1578,44729.9,87,0.0,False,True,53.06,28.35,0.0,0,6,Medium
2019,JUN,FLUVANNA,516,1058,34807.2,0,0.0,False,False,67.46,32.9,0.0,0,6,Medium
2019,JUN,FREDERICK,2180,4165,49203.2,87,0.0,False,True,22.57,11.81,0.0,0,6,High
2019,JUN,GREENE,363,881,29656.4,87,0.0,False,True,81.7,33.66,0.0,0,6,Low
2019,JUN,HARRISONBURG,2172,7499,124007.3,145,11747.5,False,False,57.09,16.54,0.095,0,6,High
2019,JUN,HIGHLAND,222,417,9017.0,87,0.0,False,True,40.62,21.62,0.0,0,6,Medium
2019,JUN,LEXINGTON,620,1426,31956.0,87,0.0,False,True,51.54,22.41,0.0,0,6,Medium
2019,JUN,LOUDOUN,1988,7245,147677.7,1380,31047.9,False,False,74.28,20.38,0.21,0,6,High
2019,JUN,LYNCHBURG,6281,12239,141193.4,4853,15063.2,False,False,22.48,11.54,0.107,0,6,High
2019,JUN,MADISON,0,0,26792.6,87,0.0,False,True,0.0,0.0,0.0,0,6,Medium
2019,JUN,NELSON,558,995,27198.8,87,75.0,False,True,48.74,27.34,0.003,0,6,Medium
2019,JUN,ORANGE,594,1491,48098.1,87,0.0,False,True,80.97,32.26,0.0,0,6,Medium
2019,JUN,PAGE COUNTY,321,714,38282.5,87,0.0,False,True,119.26,53.62,0.0,0,6,Low
2019,JUN,PITTSYLVANIA,0,0,0.0,0,0.0,True,False,0.0,0.0,0.0,0,6,Medium
2019,JUN,RAPPAHANNOCK,273,653,15396.5,87,0.0,False,True,56.4,23.58,0.0,0,6,Medium
2019,JUN,ROCKBRIDGE,1296,1662,15498.7,87,375.0,False,True,11.96,9.33,0.024,0,6,Medium
2019,JUN,ROCKINGHAM,1235,3337,80512.9,87,0.0,False,True,65.19,24.13,0.0,0,6,Medium
2019,JUN,SHENANDOAH,877,2383,98578.8,87,0.0,False,True,112.4,41.37,0.0,0,6,Low
2019,JUN,STAUNTON CITY,480,5367,22940.3,87,1135.5,False,True,47.79,4.27,0.049,0,6,High
2019,JUN,WARREN,938,2244,39248.1,0,0.0,False,False,41.84,17.49,0.0,0,6,High
2019,JUN,WAYNESBORO,211,601,18473.7,87,3903.0,False,True,87.55,30.74,0.211,0,6,Medium
2019,JUN,WINCHESTER,2372,7428,123381.3,0,6186.0,False,False,52.02,16.61,0.05,0,6,High
2019,MAR,ALBEMARLE,2572,6150,151880.3,115,3012.9,False,False,59.05,24.7,0.02,0,3,Medium
2019,MAR,AMHERST,1098,2058,114235.7,632,10176.0,False,False,104.04,55.51,0.089,0,3,Low
2019,MAR,APPOMATTOX,888,1299,27300.6,87,0.0,False,True,30.74,21.02,0.0,0,3,Medium
2019,MAR,AUGUSTA,2659,6456,293694.8,383,1256.0,False,False,110.45,45.49,0.004,0,3,Low
2019,MAR,BATH,278,545,19272.3,87,0.0,False,True,69.32,35.36,0.0,0,3,Low
2019,MAR,BEDFORD COUNTY,374,770,15751.1,87,0.0,False,True,42.12,20.46,0.0,0,3,Medium
2019,MAR,BUCKINGHAM,944,1663,43928.8,87,0.0,False,True,46.53,26.42,0.0,0,3,Medium
2019,MAR,BUENA VISTA,878,1625,28605.6,87,0.0,False,True,32.58,17.6,0.0,0,3,Medium
2019,MAR,CAMPBELL,852,1646,79658.0,130,5269.7,False,False,93.5,48.39,0.066,0,3,Low
2019,MAR,CHARLOTTESVILLE,3550,9150,38268.4,0,110.0,False,False,10.78,4.18,0.003,0,3,High
